,Legislator name,Legislative Effectiveness Score,Gender Estimates,Predicted Gender,Ethnicity Estimates,Predicted Ethnicity, bc, ec, cc, dc
95,Dean Phillips,1.7179830074310305,"{'male': 0.001685649953260925, 'female': 6.272968897763206e-05}",male,"{'black': 1.0625310995178273e-05, 'hispanic': 0.0020830843901081916, 'white': 0.9969294888969605, 'asian': 0.0009768014019359338}",white,0.0024330900243309,3.2169480919930136e-09,0.3643886069733181,0.40487804878048783
96,Brad Sherman,1.7466120719909668,"{'male': 0.05101377750460155, 'female': 0.00011736250661474444}",male,"{'black': 8.52914521625266e-06, 'hispanic': 0.0024733616017942983, 'white': 0.9922931467842221, 'asian': 0.005224962468767615}",white,0.002688319564856218,0.00022998838344307873,0.6330993741592092,0.7439024390243902
97,Albio Sires,0.3167714178562164,"{'male': 0.03572631690711224, 'female': 0.00048472897660159454}",male,"{'black': 1.3645600332330304e-05, 'hispanic': 0.9989350293969974, 'white': 0.0005072418610402584, 'asian': 0.0005440831416297312}",hispanic,,,,
98,Colin Allred,0.1708884835243225,"{'male': 0.0020297598372735117, 'female': 0.00013011820432626996}",male,"{'black': 3.666886111003335e-05, 'hispanic': 0.003111905978324076, 'white': 0.9880540805268004, 'asian': 0.008797344633765337}",white,0.0024330900243309,-6.960721040017828e-18,0.0,0.5317073170731708
99,Abigail Spanberger,0.950433909893036,"{'male': 0.0002854734111460905, 'female': 7.587355925207528e-05}",male,"{'black': 1.9687017029481727e-05, 'hispanic': 0.000824676630810916, 'white': 0.9982164025701287, 'asian': 0.0009392337820312318}",white,0.0026732926300656835,1.4334750649044002e-08,0.4317329012450964,0.5780487804878048
100,Dina Titus,1.7385780811309814,"{'male': 0.492690083206665, 'female': 0.00036378921493564426}",male,"{'black': 6.263316174745603e-06, 'hispanic': 0.09423972591260313, 'white': 0.10229821807631106, 'asian': 0.8034557926949112}",asian,,,,
101,David Trone,1.087242603302002,"{'male': 0.0012086791918413057, 'female': 0.00017587551128285414}",male,"{'black': 6.17454985119571e-06, 'hispanic': 0.0019769770240037573, 'white': 0.9971594039573227, 'asian': 0.0008574444688220732}",white,,,,
102,Juan Vargas,0.9062404036521912,"{'male': 0.0015089268108779109, 'female': 0.00016158224580632875}",male,"{'black': 6.990101570835811e-06, 'hispanic': 0.9994137399727422, 'white': 0.0004220048347444886, 'asian': 0.00015726509094271326}",hispanic,0.002546477686138463,8.584158144845946e-13,0.27179284130503645,0.5756097560975609
103,Susan Wild,0.4976000487804413,"{'male': 0.0019776325128302587, 'female': 0.8144858167028229}",female,"{'black': 4.758010312211768e-05, 'hispanic': 0.0017814220333473925, 'white': 0.9933976969938713, 'asian': 0.004773300869659491}",white,,,,
104,Gregory W. Meeks,1.4343359470367432,"{'male': 0.0035323422184613726, 'female': 9.410507035308006e-05}",male,"{'black': 2.726214692342776e-05, 'hispanic': 0.001449088251671457, 'white': 0.9936741626075263, 'asian': 0.004849486993878659}",white,,,,
105,Karen Bass,2.2914934158325195,"{'male': 0.0038528338179793426, 'female': 0.0005247895591153662}",male,"{'black': 9.780800422154241e-06, 'hispanic': 0.021668780196939273, 'white': 0.9571530346631272, 'asian': 0.021168404339511632}",white,0.0027291726259606533,0.0007373641129812943,0.6573226930425986,0.7731707317073171
106,Ami Bera,0.9858531951904296,"{'male': 0.001933773252546054, 'female': 0.5374556509554778}",female,"{'black': 3.5054639389039747e-06, 'hispanic': 0.00015986119095069093, 'white': 0.000523456935380264, 'asian': 0.9993131764097299}",asian,0.002892577571520106,6.742736375113485e-07,0.520585657952388,0.7731707317073171
107,Joaquin Castro,1.187753438949585,"{'male': 0.000726848103079424, 'female': 4.8653208704055174e-05}",male,"{'black': 3.3726686715656747e-05, 'hispanic': 0.9995447646282121, 'white': 0.00027297802556040904, 'asian': 0.00014853065951205992}",hispanic,0.002498006171297917,2.109962083524898e-15,0.14291158536585366,0.7
108,David N. Cicilline,3.157809495925904,"{'male': 0.0001762401708658904, 'female': 8.927929859540855e-05}",male,"{'black': 9.759121616500723e-06, 'hispanic': 0.0007994037416023144, 'white': 0.9982144664923119, 'asian': 0.0009763706444694272}",white,,,,
109,Jim Costa,0.0596408136188983,"{'male': 0.0002152614570874122, 'female': 6.773072716736745e-05}",male,"{'black': 1.4001994738330942e-05, 'hispanic': 0.9947668835175933, 'white': 0.004322526165727937, 'asian': 0.000896588321940515}",hispanic,0.0024398020848889475,3.5125152394524046e-18,0.02195121951219512,0.21707317073170732
110,Theodore E. Deutch,2.8280396461486816,"{'male': 0.005254452598629961, 'female': 0.00014177393243245748}",male,"{'black': 8.272247311295347e-06, 'hispanic': 0.011103923771388814, 'white': 0.9860246761750711, 'asian': 0.0028631278062291776}",white,,,,
111,Tom Malinowski,1.759255051612854,"{'male': 0.00018599071222885424, 'female': 6.061417884423607e-05}",male,"{'black': 2.0594937288892807e-05, 'hispanic': 0.0012857071804435476, 'white': 0.9979494012611757, 'asian': 0.0007442966210922643}",white,,,,
112,Adriano Espaillat,1.3188122510910034,"{'male': 0.0004571170016210879, 'female': 0.00021486815739018986}",male,"{'black': 4.596926380571209e-06, 'hispanic': 0.9995517266420939, 'white': 0.00032769655749862917, 'asian': 0.00011597987402735175}",hispanic,0.0024330900243309,5.780211529905237e-07,0.41482478273058593,0.35121951219512193
113,Vicente Gonzalez Jr.,0.3032077550888061,"{'male': 0.00013583009535976095, 'female': 0.00011480519528465539}",male,"{'black': 1.4089825318296249e-05, 'hispanic': 0.9997679511250966, 'white': 8.12014053244909e-05, 'asian': 0.0001367576442608869}",hispanic,,,,
114,Chrissy Houlahan,0.2186829894781112,"{'male': 0.33702779735187477, 'female': 0.01172189150700979}",male,"{'black': 1.86078705402377e-05, 'hispanic': 0.0014667235644773978, 'white': 0.9959426321838617, 'asian': 0.0025720363811204097}",white,0.0026819364278916676,3.072500643409256e-10,0.37074208614426574,0.6926829268292682
115,Andy Levin,0.6703947186470032,"{'male': 0.0013969387362825704, 'female': 0.00013209197316895854}",male,"{'black': 2.199381237155988e-05, 'hispanic': 0.38422211890331043, 'white': 0.6137928773860392, 'asian': 0.001963009898278824}",white,0.0027272956474747737,2.7216829308899307e-17,0.05853658536585366,0.948780487804878
116,Ted Lieu,1.507662057876587,"{'male': 0.02643652712708565, 'female': 0.6411156540710307}",female,"{'black': 1.2147759837817402e-05, 'hispanic': 0.007644826095801333, 'white': 0.8312579386979557, 'asian': 0.16108508744640482}",white,,,,
117,Michael McCaul,5.089701652526856,"{'male': 0.00027656398477512745, 'female': 7.703641976200231e-05}",male,"{'black': 9.247542102128964e-06, 'hispanic': 0.001106834234021969, 'white': 0.9976528130069104, 'asian': 0.0012311052169651797}",white,0.0024315971932830803,0.06486653248232242,0.6819404591104734,0.624390243902439
118,Greg Pence,0.0596408136188983,"{'male': 0.01886355396246026, 'female': 0.03718819132919136}",female,"{'black': 2.652214153000576e-05, 'hispanic': 0.0027589888277083263, 'white': 0.9963258380997974, 'asian': 0.000888650930963676}",white,,,,
119,Scott Perry,0.3509203791618347,"{'male': 0.053743586551080955, 'female': 0.0006058474581781527}",male,"{'black': 1.0629539919134505e-05, 'hispanic': 0.0013124919353854937, 'white': 0.9977567482322409, 'asian': 0.0009201302924544999}",white,0.0024271556584178977,0.0893359421612015,0.6836749147890753,0.6
120,Guy Reschenthaler,0.4334571063518524,"{'male': 0.00047365690813036055, 'female': 0.000131197785841673}",male,"{'black': 1.4824395598674193e-05, 'hispanic': 0.0026001710846875856, 'white': 0.9932139814000911, 'asian': 0.004171023119622447}",white,,,,
121,Francis Rooney,0.939371645450592,"{'male': 0.7809768432802112, 'female': 0.016343502630390968}",male,"{'black': 4.304703567059782e-05, 'hispanic': 0.0009388291295096349, 'white': 0.9957981274835516, 'asian': 0.00321999635126798}",white,0.0024271556584178977,0.010295700322355137,0.5887744011129952,0.4585365853658537
122,Ann Wagner,0.928634762763977,"{'male': 0.005224545344632246, 'female': 0.00034875737485478653}",male,"{'black': 1.6392089290094058e-05, 'hispanic': 0.001784633961751799, 'white': 0.997373089676302, 'asian': 0.0008258842726565485}",white,,,,
123,Joe Wilson,0.8888742327690125,"{'male': 0.034134506653186195, 'female': 5.933931541070048e-05}",male,"{'black': 4.131279717610045e-05, 'hispanic': 0.0038221571515561713, 'white': 0.9873803927321405, 'asian': 0.008756137319127588}",white,0.004561871795175525,2.4199779783559064e-05,0.6504350306660961,0.8878048780487805
124,Ted Yoho,0.8202536702156067,"{'male': 0.001332626847971581, 'female': 0.00015138744712925659}",male,"{'black': 0.0008948891880169717, 'hispanic': 0.003016400099831326, 'white': 0.05988922627139137, 'asian': 0.9361994844407604}",asian,,,,
125,Lee Zeldin,0.8409315943717957,"{'male': 0.0007237365374167084, 'female': 5.568324309503188e-05}",male,"{'black': 1.4581838141509077e-05, 'hispanic': 0.004589630496643182, 'white': 0.9775282098065696, 'asian': 0.017867577858645532}",white,,,,
126,Steve Watkins,0.1093414947390556,"{'male': 0.000532436077873566, 'female': 6.966573703973583e-05}",male,"{'black': 1.3900050612007726e-05, 'hispanic': 0.0008375772448158423, 'white': 0.9985152707301934, 'asian': 0.0006332519743786927}",white,,,,
127,Brian Mast,0.8645675182342529,"{'male': 0.0032985077660370346, 'female': 0.009433286109929084}",female,"{'black': 8.479335633950176e-06, 'hispanic': 0.0011322314909064093, 'white': 0.9981305641064478, 'asian': 0.0007287250670120337}",white,0.002521653336348459,5.951742969870843e-14,0.2124409151068255,0.5756097560975609
128,John Curtis,1.2218332290649414,"{'male': 0.9673766271636436, 'female': 3.182382934230537e-05}",male,"{'black': 3.507800543485926e-05, 'hispanic': 0.0012965022118137696, 'white': 0.9968271524629004, 'asian': 0.001841267319850974}",white,,,,
129,Ken Buck,0.1590421795845031,"{'male': 0.011879649614793462, 'female': 0.0002956172949583712}",male,"{'black': 1.571126112727169e-05, 'hispanic': 0.001863265038826422, 'white': 0.9941459804060027, 'asian': 0.003975043294043997}",white,0.002687557655275687,3.75475481526766e-05,0.5912402958616052,0.7439024390243902
130,Tim Burchett,0.4498873949050903,"{'male': 0.00028349930185921876, 'female': 6.456153292009723e-05}",male,"{'black': 8.055232939073354e-06, 'hispanic': 0.000496365035678956, 'white': 0.9988822610458304, 'asian': 0.0006133186855518234}",white,0.0026768088119631214,4.432357105295709e-05,0.5958822456054985,0.7439024390243902
131,Steve Chabot,1.8913886547088623,"{'male': 0.00037444703430527854, 'female': 4.330329320284927e-05}",male,"{'black': 1.2044894246238091e-05, 'hispanic': 0.0028243946262813723, 'white': 0.9962218079719033, 'asian': 0.0009417525075693187}",white,0.0024271556584178977,3.5726780552580256e-05,0.4959266293482607,0.4121951219512195
132,Brian Fitzpatrick,0.4403816163539886,"{'male': 0.008223770585504374, 'female': 0.00016757261358664766}",male,"{'black': 2.1405509243917196e-05, 'hispanic': 0.0007449244373312464, 'white': 0.9982737320318926, 'asian': 0.0009599380215319515}",white,0.0026025124093246323,7.926316997115053e-15,0.1827819367302584,0.8073170731707318
133,Michael Guest,1.0236207246780396,"{'male': 0.0010439848160141234, 'female': 0.00023622075837823108}",male,"{'black': 1.042390166320308e-05, 'hispanic': 0.0009077244276890558, 'white': 0.9984759294616787, 'asian': 0.0006059222089691303}",white,0.0028714097665062392,2.394066147081511e-06,0.5510648766430029,0.7731707317073171
134,Adam Kinzinger,0.8415959477424622,"{'male': 0.002673359842946082, 'female': 0.0001721086131677317}",male,"{'black': 5.6580793345271215e-05, 'hispanic': 0.0004985192913999454, 'white': 0.9972195960001085, 'asian': 0.0022253039151465715}",white,0.0025271680610090344,4.810381163475807e-14,0.2077203764163626,0.6780487804878049
135,Ronald Wright,0.5503163933753967,"{'male': 0.0002128763650908357, 'female': 6.252868049744138e-05}",male,"{'black': 1.912671940481575e-05, 'hispanic': 0.0015537546207074692, 'white': 0.9972642693713689, 'asian': 0.001162849288519143}",white,,,,
136,Zoe Lofgren,2.386359691619873,"{'male': 0.00028374343301099396, 'female': 6.519747268725602e-05}",male,"{'black': 1.4305274799446615e-05, 'hispanic': 0.0008594139957139896, 'white': 0.998195104205833, 'asian': 0.0009311765236535202}",white,0.002702824599333852,0.0033738655516274197,0.6923189744146885,0.7731707317073171
137,Pete Aguilar,0.0497006773948669,"{'male': 0.0014573125669597997, 'female': 4.901118153961301e-05}",male,"{'black': 1.9354368057572692e-05, 'hispanic': 0.996940102350295, 'white': 0.002988258770310062, 'asian': 5.228451133707429e-05}",hispanic,0.0026829600341623577,6.472881537937859e-16,0.13081740276862228,0.8390243902439024
138,G.K. Butterfield,0.9802416563034058,"{'male': 0.0001688924378110783, 'female': 8.352842153454306e-05}",male,"{'black': 5.9183461797190845e-05, 'hispanic': 0.0008590177244027569, 'white': 0.9977962161958929, 'asian': 0.0012855826179070963}",white,,,,
139,Susan Davis,0.5758082270622253,"{'male': 0.005934387233333363, 'female': 6.16132175929963e-05}",male,"{'black': 2.3897674752236413e-05, 'hispanic': 0.0004161564613888341, 'white': 0.9991248705240289, 'asian': 0.0004350753398296306}",white,0.002570115578395261,6.828769931518709e-11,0.3319783197831978,0.6195121951219512
140,Marcia Fudge,0.5473006963729858,"{'male': 0.00045520117068111027, 'female': 8.96079829657713e-05}",male,"{'black': 3.210845117788625e-05, 'hispanic': 0.9884688046994468, 'white': 0.010964864834949477, 'asian': 0.0005342220144256422}",hispanic,0.002681257370523478,1.3078134811438382e-10,0.3474125132555673,0.6780487804878049
141,Jamie Raskin,0.2813394367694855,"{'male': 0.15036722000952832, 'female': 0.0010281300107015522}",male,"{'black': 1.2876677173494145e-05, 'hispanic': 0.0007894976827528517, 'white': 0.9962124023015951, 'asian': 0.00298522333847896}",white,,,,
142,Rodney Davis,0.7845510840415955,"{'male': 0.1607727093630656, 'female': 7.587277173481237e-05}",male,"{'black': 2.465797571031305e-05, 'hispanic': 0.0007142562881104334, 'white': 0.9981821056684064, 'asian': 0.0010789800677729767}",white,0.002570115578395261,6.137722275699625e-11,0.3296602787456446,0.6195121951219512
143,Mark Walker,0.5657702088356018,"{'male': 0.018783183143694534, 'female': 0.0002620634437881024}",male,"{'black': 1.6147866102960187e-05, 'hispanic': 0.002358295142617776, 'white': 0.9927851345560262, 'asian': 0.00484042243525321}",white,0.002791099376196093,2.2700075513985764e-05,0.5939938236591669,0.7878048780487805
144,Mark Walker,0.3398280143737793,"{'male': 0.018783183143694534, 'female': 0.0002620634437881024}",male,"{'black': 1.6147866102960187e-05, 'hispanic': 0.002358295142617776, 'white': 0.9927851345560262, 'asian': 0.00484042243525321}",white,0.002791099376196093,2.2700075513985764e-05,0.5939938236591669,0.7878048780487805
145,Barry Loudermilk,0.2770108878612518,"{'male': 0.9412918686467177, 'female': 6.479140380720754e-05}",male,"{'black': 3.6014510779088734e-05, 'hispanic': 0.00033497209923000844, 'white': 0.9989512486988172, 'asian': 0.0006777646911735212}",white,0.0024315971932830803,0.058302275168643836,0.6796972555360912,0.624390243902439
146,Alma Adams,1.7837893962860107,"{'male': 0.001428854771687764, 'female': 0.00014445525192278663}",male,"{'black': 7.808237302503242e-06, 'hispanic': 0.0006834286501053914, 'white': 0.9985184486382201, 'asian': 0.0007903144743717708}",white,,,,
147,Mark Takano,4.513885498046875,"{'male': 0.0012023614916832868, 'female': 6.78791299462887e-05}",male,"{'black': 0.0003097536039257551, 'hispanic': 0.001421767997807897, 'white': 0.3073543964967806, 'asian': 0.6909140819014857}",asian,0.0024391445442762372,0.09939428239507694,0.6909204201531066,0.624390243902439
148,Kim Schrier,0.6795381307601929,"{'male': 0.0008329877139506959, 'female': 5.247683771738445e-05}",male,"{'black': 1.5136187365792137e-05, 'hispanic': 0.0004349415670785826, 'white': 0.9990018850020939, 'asian': 0.000548037243462082}",white,0.002723321265970956,3.6555399339664603e-13,0.26739130434782604,0.7
149,Donna Shalala,0.4478993713855743,"{'male': 0.00016614640512848612, 'female': 0.0003226815816135861}",female,"{'black': 0.9997712385595064, 'hispanic': 2.2422082274547214e-05, 'white': 0.00012441121472516947, 'asian': 8.19281434935278e-05}",black,,,,
150,Haley Stevens,0.6671755909919739,"{'male': 0.006492949719138244, 'female': 6.812851294295971e-05}",male,"{'black': 5.0964933405555886e-05, 'hispanic': 0.0004876796120456711, 'white': 0.9967384881188639, 'asian': 0.002722867335684825}",white,0.0026648656677251133,1.0785457187091215e-16,0.10975609756097561,0.6804878048780488
151,Donald Norcross,0.2702898383140564,"{'male': 0.0018562489274634832, 'female': 7.441542118941715e-05}",male,"{'black': 2.781769801348747e-05, 'hispanic': 0.0008839451637273111, 'white': 0.9982415446345937, 'asian': 0.0008466925036657168}",white,0.0026390840085983905,1.0165846427945695e-13,0.2423485444531865,0.8
152,Lori Trahan,0.4876599013805389,"{'male': 0.0005083048151087009, 'female': 0.0004401475856560286}",male,"{'black': 3.539820224480746e-05, 'hispanic': 0.001845741026556942, 'white': 0.9925495250471019, 'asian': 0.005569335724096316}",white,0.0027104826558623776,1.4319398586145777e-16,0.11219512195121951,0.724390243902439
153,Lauren Underwood,2.442605495452881,"{'male': 0.0032612436041559206, 'female': 7.907984084945456e-05}",male,"{'black': 2.9974938275980252e-05, 'hispanic': 0.00048756990667805727, 'white': 0.9990604144586253, 'asian': 0.00042204069642124884}",white,0.0027332732010741526,7.715748435403e-13,0.28232542599398597,0.6804878048780488
154,Frederica S. Wilson,0.2286231219768524,"{'male': 0.00015053965914624794, 'female': 8.395450896115911e-05}",male,"{'black': 7.016208440867127e-06, 'hispanic': 0.0031750327675321354, 'white': 0.9963156493226488, 'asian': 0.0005023017013784636}",white,,,,
155,Joseph Morelle,0.3230188488960266,"{'male': 0.992942201033496, 'female': 2.0331728309837334e-05}",male,"{'black': 2.1573986849078744e-05, 'hispanic': 0.001131741495298424, 'white': 0.9979018243732614, 'asian': 0.0009448601445912916}",white,,,,
156,Suzanne Bonamici,1.9157012701034544,"{'male': 9.221648268055854e-05, 'female': 0.00022873191176562297}",female,"{'black': 6.423464750368082e-05, 'hispanic': 0.0016933843979138193, 'white': 0.9980484227102033, 'asian': 0.00019395824437956537}",white,0.0027291726259606533,0.0008203839909788198,0.6596523689374824,0.7731707317073171
157,Joe Courtney,2.6632678508758545,"{'male': 0.010740627238229642, 'female': 0.002998048697747863}",male,"{'black': 2.195077847972394e-05, 'hispanic': 0.0009983205664376965, 'white': 0.9976081710914607, 'asian': 0.0013715575636216767}",white,0.00242969752269841,0.027627350868070128,0.6640152894066255,0.624390243902439
158,Mark DeSaulnier,0.3957360684871673,"{'male': 0.0004955630182540865, 'female': 0.0005700334871922259}",female,"{'black': 1.32486367467695e-05, 'hispanic': 0.0011669283140808057, 'white': 0.9973115201981684, 'asian': 0.0015083028510039012}",white,0.0024315971932830803,0.03419870043594925,0.6684921570405296,0.624390243902439
159,Raul Grijalva,3.156712293624878,"{'male': 0.0001779776145252869, 'female': 0.00019966250483683222}",female,"{'black': 9.615307618055769e-06, 'hispanic': 0.9988351672310259, 'white': 0.0010064452938239351, 'asian': 0.00014877216753192643}",hispanic,0.002496276852185898,1.5574363388777474e-05,0.5291194320393908,0.6219512195121951
160,Josh Harder,2.260977029800415,"{'male': 0.9982150940549542, 'female': 1.3345680020548327e-05}",male,"{'black': 1.2004993013038063e-05, 'hispanic': 0.000576854743219509, 'white': 0.9980434336184442, 'asian': 0.0013677066453235895}",white,0.0025183068348492077,-7.729455030987864e-18,0.036585365853658534,0.5341463414634147
161,Jahana Hayes,0.3517171144485473,"{'male': 0.011073150840130412, 'female': 0.0004250265619107747}",male,"{'black': 5.981384259691336e-06, 'hispanic': 0.0019952264831465563, 'white': 0.9946160666701174, 'asian': 0.003382725462476661}",white,0.0025285972844897807,1.6360940859075727e-14,0.17521316676581403,0.5463414634146342
162,Pramila Jayapal,0.8622729182243347,"{'male': 0.0018154979365240368, 'female': 6.062165157360823e-05}",male,"{'black': 3.928581705910781e-06, 'hispanic': 3.284714687072622e-05, 'white': 0.00023673129190702685, 'asian': 0.9997264929795169}",asian,,,,
163,Susie Lee,0.9157986640930176,"{'male': 0.00016942346128958371, 'female': 0.9443101924457854}",female,"{'black': 2.429743389855047e-06, 'hispanic': 2.9847276158425504e-05, 'white': 0.0006089321095847283, 'asian': 0.9993587908708668}",asian,0.0030157256353153714,8.960033223518013e-10,0.43508020215337284,0.8975609756097561
164,Lucy McBath,1.8496191501617432,"{'male': 0.0005492637078268732, 'female': 0.00011164119665317413}",male,"{'black': 0.00029978484005722234, 'hispanic': 0.0021184654165475954, 'white': 0.9962503385047933, 'asian': 0.0013314112386018252}",white,0.002794986602256297,7.389195615892954e-14,0.24109136006614304,0.9097560975609756
165,Virginia Foxx,1.1664752960205078,"{'male': 0.0003385942771907217, 'female': 0.00012489949005523365}",male,"{'black': 8.274355168842662e-06, 'hispanic': 0.001915483300671999, 'white': 0.9974984064491141, 'asian': 0.0005778358950445584}",white,,,,
166,Phil Roe,1.887868881225586,"{'male': 0.000583736023050559, 'female': 0.00015528904243155303}",male,"{'black': 9.090035216041848e-05, 'hispanic': 0.002482344372970732, 'white': 0.9630492632375501, 'asian': 0.0343774920373192}",white,,,,
167,Lloyd Smucker,0.1689823120832443,"{'male': 0.00021045715599280962, 'female': 5.22205386812477e-05}",male,"{'black': 5.5929523658913736e-05, 'hispanic': 0.003676147511028674, 'white': 0.9942558013103884, 'asian': 0.0020121216549236266}",white,0.0028123734089544857,9.000446515618054e-17,0.1073170731707317,0.8146341463414634
168,Elise Stefanik,1.7880722284317017,"{'male': 0.00039989756647986743, 'female': 7.42546999047226e-05}",male,"{'black': 1.7142162817690817e-05, 'hispanic': 0.004185375078443458, 'white': 0.995479809286939, 'asian': 0.00031767347179962436}",white,0.002753425581435545,0.013033710276772739,0.7227325520008446,0.7731707317073171
169,Van Taylor,0.3584381341934204,"{'male': 0.0011894525413027827, 'female': 0.00010957931512018414}",male,"{'black': 0.9551623137829275, 'hispanic': 0.00023584279441539775, 'white': 0.04448885222957691, 'asian': 0.00011299119308010159}",black,0.003097805669348267,0.0003143016339589248,0.6893308317698562,0.8560975609756097
170,Glenn Thompson,0.2106490284204483,"{'male': 0.002935194359262228, 'female': 8.397685371103504e-05}",male,"{'black': 2.120140096631989e-05, 'hispanic': 0.0007410840249634329, 'white': 0.9984094268401729, 'asian': 0.000828287733897119}",white,0.0036868083747386717,2.196862360910919e-08,0.5351668537605878,0.9682926829268292
171,Tim Walberg,0.7665769457817078,"{'male': 0.00029953647670410635, 'female': 0.00015051645967431706}",male,"{'black': 1.7200292183668785e-05, 'hispanic': 0.0014422624323252612, 'white': 0.9971508785985043, 'asian': 0.0013896586769866735}",white,0.002791099376196093,2.040291038110445e-05,0.5916592948312903,0.7878048780487805
172,Dan Meuser,0.0497006773948669,"{'male': 0.0008562949407372312, 'female': 0.00020079935852127114}",male,"{'black': 2.2600462521498996e-05, 'hispanic': 0.0008877571453556885, 'white': 0.9979161086164641, 'asian': 0.001173533775658874}",white,,,,
173,Jim Banks,0.5771211385726929,"{'male': 0.003209699968794772, 'female': 0.0006102689468618561}",male,"{'black': 1.0750186285481736e-05, 'hispanic': 0.0009945181115487295, 'white': 0.9979983821161114, 'asian': 0.0009963495860542046}",white,0.0027291726259606533,0.0006627455448807559,0.6549935222215963,0.7731707317073171
174,Bradley Byrne,0.2733181715011596,"{'male': 0.0030572150592817226, 'female': 0.0005205074439948525}",male,"{'black': 2.1891957923452e-05, 'hispanic': 0.001026399491351096, 'white': 0.9975671712645395, 'asian': 0.0013845372861859872}",white,0.0027591921589361365,1.505273903802861e-15,0.15967690845739624,0.9463414634146341
175,Russ Fulcher,0.2324354797601699,"{'male': 0.00036576399741068623, 'female': 8.308228947146602e-05}",male,"{'black': 1.105806805785148e-05, 'hispanic': 0.0012906043113066704, 'white': 0.9978488427789204, 'asian': 0.0008494948417154839}",white,0.0024271556584178977,0.24269305980501468,0.7020948939648126,0.6024390243902439
176,Rick Allen,0.0397605448961257,"{'male': 0.10137185860528206, 'female': 0.00024374477609456275}",male,"{'black': 1.8059137321347657e-05, 'hispanic': 0.0015406607329940473, 'white': 0.9968796966152798, 'asian': 0.0015615835144052609}",white,,,,
177,Glenn Grothman,0.1709703356027603,"{'male': 0.0004828760336074272, 'female': 5.706053173441633e-05}",male,"{'black': 3.198239903515486e-05, 'hispanic': 0.0009737211150954546, 'white': 0.9981104453901748, 'asian': 0.0008838510956947444}",white,0.002822801705070406,2.0284936040692117e-06,0.5145151695419393,0.6585365853658537
178,Brett Guthrie,1.1783215999603271,"{'male': 0.0032325955465981188, 'female': 0.002086036792955136}",male,"{'black': 2.1231604416477446e-05, 'hispanic': 0.0015948110132272865, 'white': 0.9964425291068273, 'asian': 0.001941428275528996}",white,0.0032501413818061746,2.762252892857623e-06,0.5999620089658841,0.8878048780487805
179,Dusty Johnson,0.6715168952941895,"{'male': 0.00616290104931958, 'female': 5.943419258503028e-05}",male,"{'black': 1.448483691986991e-05, 'hispanic': 0.0010342694278184857, 'white': 0.9980622918386387, 'asian': 0.0008889538966232456}",white,0.002883567522428562,3.1519109636812816e-14,0.23009664058904739,0.9780487804878049
180,Jerrold Nadler,3.0171329975128174,"{'male': 0.001724243741931117, 'female': 0.0001939773519793691}",male,"{'black': 7.148021429246706e-06, 'hispanic': 0.0028215810014976276, 'white': 0.9961719558842776, 'asian': 0.0009993150927956715}",white,0.0028091461018237953,9.139525074860491e-14,0.24800163968026237,0.9
181,Debbie Mucarsel-Powell,0.8082436919212341,"{'male': 0.00011940609732636173, 'female': 0.00010310197451871841}",male,"{'black': 1.7864375827792814e-05, 'hispanic': 0.0005921919910193353, 'white': 0.9991449790212521, 'asian': 0.00024496461190134326}",white,0.0024330900243309,2.9791758117548035e-17,0.07317073170731707,0.15121951219512195
182,Joe Neguse,3.5085272789001465,"{'male': 0.0005640019441601297, 'female': 0.000258287313009269}",male,"{'black': 9.410993707317316e-05, 'hispanic': 0.0072953229014957365, 'white': 0.9267512305823357, 'asian': 0.06585933657909551}",white,0.0024330900243309,5.736767829492756e-06,0.45068530110079863,0.35121951219512193
183,Cedric Richmond,1.4765287637710571,"{'male': 0.05107675288486085, 'female': 0.0003686602223239978}",male,"{'black': 1.1689988100068637e-05, 'hispanic': 0.0006550796692556056, 'white': 0.9985327633958117, 'asian': 0.0008004669468323043}",white,0.0024330900243309,3.982537993343161e-09,0.36885365853658536,0.40487804878048783
184,Mary Gay Scanlon,0.477719783782959,"{'male': 4.481251299527531e-05, 'female': 0.9939991886280788}",female,"{'black': 1.4384411078299172e-05, 'hispanic': 0.0010282481561880844, 'white': 0.9984371200168848, 'asian': 0.0005202474158484446}",white,,,,
185,Greg Stanton,1.0714024305343628,"{'male': 0.008295459157650571, 'female': 0.00013799647553891165}",male,"{'black': 1.7975421910914215e-05, 'hispanic': 0.0013835152013804391, 'white': 0.9976209391254526, 'asian': 0.000977570251255951}",white,,,,
186,Eric Swalwell,0.2702898383140564,"{'male': 0.0001954703490139298, 'female': 5.30218342616855e-05}",male,"{'black': 1.3250706934734481e-05, 'hispanic': 0.006285557794796268, 'white': 0.9924213679584883, 'asian': 0.0012798235397808435}",white,0.0024271556584178977,0.015844756160813493,0.5973839844593137,0.4585365853658537
187,Madeleine Dean,1.678347110748291,"{'male': 0.24308646076271453, 'female': 0.30202166322919927}",female,"{'black': 2.410086915844684e-05, 'hispanic': 0.0007082816323650887, 'white': 0.996829758051825, 'asian': 0.0024378594466516594}",white,0.002718631190717194,0.0012208497697777105,0.6689760542252347,0.7731707317073171
188,Steve Cohen,1.29899799823761,"{'male': 0.002948501582909925, 'female': 4.270522102191101e-05}",male,"{'black': 0.00012546517201720794, 'hispanic': 0.012843857948898897, 'white': 0.6244605338215214, 'asian': 0.3625701430575625}",white,0.0025015888608085892,-8.547985746845291e-18,0.01951219512195122,0.751219512195122
