,Legislator name,Legislative Effectiveness Score,Gender Estimates,Predicted Gender,Ethnicity Estimates,Predicted Ethnicity, bc, ec, cc, dc
189,Lou Correa,1.2189539670944214,"{'male': 0.0001351445184002152, 'female': 0.00012325404952035065}",male,"{'black': 1.670888468349125e-05, 'hispanic': 0.9308099421792437, 'white': 0.068293644228514, 'asian': 0.000879704707558914}",hispanic,0.0024271556584178977,0.0007264087967880194,0.5396001450720826,0.4585365853658537
190,Val Demings,0.8303555846214294,"{'male': 0.14710517427501674, 'female': 0.000300347503580101}",male,"{'black': 1.1005875988116128e-05, 'hispanic': 0.19693747248021962, 'white': 0.798514478138381, 'asian': 0.004537043505411411}",white,0.0024330900243309,-6.1301423398368365e-18,0.024390243902439025,0.15121951219512195
191,Veronica Escobar,1.5069392919540403,"{'male': 0.00017839356152988615, 'female': 8.294364275200452e-05}",male,"{'black': 2.9370299259484538e-05, 'hispanic': 0.9996860379341195, 'white': 0.00015977982624468774, 'asian': 0.0001248119403762838}",hispanic,,,,
192,Sylvia Garcia,0.7680389285087585,"{'male': 0.00014676111160552465, 'female': 0.00010390590298448035}",male,"{'black': 6.318785883508923e-06, 'hispanic': 0.9994770039172235, 'white': 0.00041017750426283116, 'asian': 0.00010649979263058223}",hispanic,0.0028293893402844285,1.0929589169960677e-14,0.20367110887603723,0.9585365853658536
193,Hakeem Jeffries,2.6289241313934326,"{'male': 0.0020563184832506506, 'female': 3.600503297412641e-05}",male,"{'black': 8.952187204577209e-05, 'hispanic': 0.007035581898784489, 'white': 0.9911149202079094, 'asian': 0.001759976021260515}",white,0.0024330900243309,1.6300631021202657e-07,0.3301129548180728,0.08536585365853659
194,Sheila Jackson Lee,3.87483549118042,"{'male': 0.00039951800799797264, 'female': 9.759927449483963e-05}",male,"{'black': 2.2149395455736033e-05, 'hispanic': 0.0037535098108743103, 'white': 0.8933109960043191, 'asian': 0.102913344789351}",white,,,,
195,Doug Collins,1.31859290599823,"{'male': 0.025224355475755512, 'female': 3.934598008874287e-05}",male,"{'black': 3.182843684384458e-05, 'hispanic': 0.0008833165399899953, 'white': 0.9980100291907061, 'asian': 0.0010748258324602023}",white,0.002864789032684908,3.4435110836085085e-15,0.17908177905308467,0.9853658536585366
196,Kelly Armstrong,0.0497006773948669,"{'male': 0.004823602219862693, 'female': 0.003180137976849528}",male,"{'black': 2.116670479258173e-05, 'hispanic': 0.0011853925002525548, 'white': 0.997511561407676, 'asian': 0.0012818793872786615}",white,,,,
197,Tom McClintock,0.0695809498429298,"{'male': 0.00022985875367951015, 'female': 4.642340060978149e-05}",male,"{'black': 2.600424520719861e-05, 'hispanic': 0.0004865080770382784, 'white': 0.9987969309354625, 'asian': 0.0006905567422924537}",white,0.002523484470890952,1.9953690334458348e-17,0.06585365853658537,0.47317073170731705
198,Debbie Lesko,1.1124917268753052,"{'male': 0.0002323338051133467, 'female': 0.00013341912920239988}",male,"{'black': 1.8234674826741235e-05, 'hispanic': 0.0006918082462767457, 'white': 0.9987501405728919, 'asian': 0.0005398165060045455}",white,0.0030157256353153714,9.96884370552944e-10,0.4374931641693099,0.8975609756097561
199,Martha Roby,0.0298204068094491,"{'male': 0.006312126587209587, 'female': 0.4367827927006318}",female,"{'black': 6.376146555711033e-05, 'hispanic': 0.015067782859269503, 'white': 0.9826553466596882, 'asian': 0.0022131090154856366}",white,0.0029429994968296776,2.146378751316376e-13,0.26953155245838173,0.9560975609756097
200,Greg Steube,0.8313430547714233,"{'male': 0.00030671175373862575, 'female': 8.200573457145943e-05}",male,"{'black': 0.002620612280418445, 'hispanic': 0.005551148627192474, 'white': 0.9899565783035807, 'asian': 0.0018716607888087486}",white,0.002753425581435545,0.014501176645129713,0.7250750671653585,0.7731707317073171
201,John Ratcliffe,0.4992993175983429,"{'male': 0.001579361081090684, 'female': 0.0010750391104905766}",male,"{'black': 5.0977260541300967e-05, 'hispanic': 0.002075604067817472, 'white': 0.9962429811284447, 'asian': 0.0016304375431964956}",white,0.002734452084499955,0.009513665088100878,0.7157075296243158,0.7731707317073171
202,Mike Johnson,0.283258318901062,"{'male': 0.002088835351963157, 'female': 6.696094362748455e-05}",male,"{'black': 2.711128112960454e-05, 'hispanic': 0.0011911200773222824, 'white': 0.9979069591287419, 'asian': 0.0008748095128063675}",white,0.002883567522428562,3.506417713145085e-14,0.23252792341007522,0.9780487804878049
203,Jim Jordan,0.0099401362240314,"{'male': 0.09344994440835162, 'female': 0.001046958778611555}",male,"{'black': 1.455205952849204e-05, 'hispanic': 0.0015430998575211737, 'white': 0.9973687219123274, 'asian': 0.0010736261706226333}",white,0.0028074859125696958,3.901243945504198e-14,0.23280375923025287,0.9365853658536585
204,Andy Biggs,0.6446980237960815,"{'male': 0.0051970180119009285, 'female': 0.00010206962732668329}",male,"{'black': 1.4533646196075134e-05, 'hispanic': 0.000995618334668037, 'white': 0.997886149591483, 'asian': 0.0011036984276526563}",white,0.002687557655275687,3.3747872755521215e-05,0.5889202108101483,0.7439024390243902
205,Matt Gaetz,0.0695809498429298,"{'male': 0.00240518194435077, 'female': 8.907228059575127e-05}",male,"{'black': 8.20106815119564e-06, 'hispanic': 0.0007337741214774816, 'white': 0.9987808581121673, 'asian': 0.00047716669820410445}",white,0.002704403518380814,0.0022254815955404326,0.6829761578514661,0.7731707317073171
206,Mike Levin,2.10245418548584,"{'male': 0.0005239095939969362, 'female': 6.261537847043618e-05}",male,"{'black': 1.5169601666795147e-05, 'hispanic': 0.0011791390195248228, 'white': 0.9980831792783551, 'asian': 0.0007225121004536038}",white,0.0027272956474747737,5.6441394137291135e-18,0.06097560975609756,0.948780487804878
207,Alan Lowenthal,0.618179976940155,"{'male': 0.00040019678839981924, 'female': 0.00028967034502723466}",male,"{'black': 1.175716201832213e-05, 'hispanic': 0.0010015604605554595, 'white': 0.998096395988933, 'asian': 0.0008902863884933679}",white,0.0030656337584094523,3.835830539514083e-06,0.5837446623724397,0.8317073170731707
208,Grace Napolitano,1.3403793573379517,"{'male': 0.0006956427347265198, 'female': 5.115660603918306e-05}",male,"{'black': 2.4603422272043343e-05, 'hispanic': 0.0006617056864512927, 'white': 0.9990478470617102, 'asian': 0.0002658438295664404}",white,0.0024330900243309,2.3353004647575863e-09,0.35770152955766843,0.40487804878048783
209,Jared Huffman,1.8205643892288208,"{'male': 0.0016397522396861142, 'female': 0.00013497702734743803}",male,"{'black': 1.3744614801387242e-05, 'hispanic': 0.0029374146341518206, 'white': 0.9957445833701691, 'asian': 0.0013042573808775383}",white,0.0024315971932830803,0.05240229683568494,0.6774547745477454,0.624390243902439
210,Darren Soto,1.462057113647461,"{'male': 0.9262755258136033, 'female': 0.0001165965643979072}",male,"{'black': 3.513936845701929e-05, 'hispanic': 0.9202026062601876, 'white': 0.07951372765092832, 'asian': 0.0002485267204273376}",hispanic,0.0028399994247501215,1.2884377410469308e-08,0.4532610659439928,0.6926829268292682
211,Nydia Velazquez,3.015110969543457,"{'male': 0.00021695141018782926, 'female': 0.00010378540278850766}",male,"{'black': 7.542951599358588e-06, 'hispanic': 0.9996782724078682, 'white': 0.00013640121739379383, 'asian': 0.00017778342313909702}",hispanic,0.0027494003594996435,9.550726585044666e-13,0.2871456822676335,0.6804878048780488
212,Steven Horsford,0.3120384216308594,"{'male': 0.004106906295767364, 'female': 0.00025895425886706644}",male,"{'black': 2.534654193969516e-05, 'hispanic': 0.0006104927164456253, 'white': 0.9989361151353147, 'asian': 0.000428045606299781}",white,0.0025415461315217882,2.750151309760476e-10,0.33938928365661614,0.551219512195122
213,Anthony G. Brown,0.9607285261154176,"{'male': 0.9810881982435266, 'female': 1.5442374335121984e-05}",male,"{'black': 1.633263634719542e-05, 'hispanic': 0.0018961938421193762, 'white': 0.9963924182117007, 'asian': 0.0016950553098331882}",white,,,,
214,Diana DeGette,0.771702229976654,"{'male': 0.0004842467745596334, 'female': 0.00829744342537534}",female,"{'black': 4.865754360102311e-05, 'hispanic': 0.19542018744942685, 'white': 0.804017321408758, 'asian': 0.0005138335982137512}",white,0.002664924654472036,7.597975569650042e-11,0.3403208086134915,0.6926829268292682
215,Ed Case,0.6298374533653259,"{'male': 0.05436696455050179, 'female': 0.08345865909118859}",female,"{'black': 2.4965636897531502e-05, 'hispanic': 0.017937721680244642, 'white': 0.971946571825993, 'asian': 0.010090740856864585}",white,0.002840033107507272,3.393273175320435e-11,0.35121951219512193,0.8536585365853658
216,TJ Cox,0.7862836718559265,"{'male': 0.016771335761161812, 'female': 0.00025952078023666223}",male,"{'black': 1.2974493509973569e-05, 'hispanic': 0.0023714972930103076, 'white': 0.9908498173947766, 'asian': 0.00676571081870332}",white,0.0027630701258235498,4.711108634743957e-15,0.18222222222222223,0.9560975609756097
217,Joe Cunningham,1.903420686721801,"{'male': 0.0010194119445593377, 'female': 4.7341630721008495e-05}",male,"{'black': 2.2171022820064464e-05, 'hispanic': 0.0005931118818718944, 'white': 0.9983895841912711, 'asian': 0.000995132904036843}",white,0.0024271556584178977,0.03073791612679335,0.661327262071142,0.6
218,Debbie Dingell,2.077119827270508,"{'male': 0.00272678941260781, 'female': 0.0006533650183614484}",male,"{'black': 2.2095123861904407e-05, 'hispanic': 0.0009943195209022784, 'white': 0.9982979061171837, 'asian': 0.0006856792380516279}",white,0.0024271556584178977,0.0013560626156838536,0.5502403090329245,0.4585365853658537
219,Ruben Gallego,2.628042459487915,"{'male': 0.008254580227807487, 'female': 7.373347246450276e-05}",male,"{'black': 1.4712668495908844e-05, 'hispanic': 0.9994521221535122, 'white': 0.0001841741630385341, 'asian': 0.0003489910149535226}",hispanic,,,,
220,Debra Haaland,1.2714295387268066,"{'male': 0.015656176312996012, 'female': 0.00014613390397784598}",male,"{'black': 1.4677161747233276e-05, 'hispanic': 0.0016963512606228562, 'white': 0.9973268220757175, 'asian': 0.0009621495019126982}",white,0.002704403518380814,0.002476048726886923,0.6853111670130154,0.7731707317073171
221,Doug Lamborn,0.385675311088562,"{'male': 0.9008779459504935, 'female': 2.7866298394077073e-05}",male,"{'black': 2.998098183534276e-05, 'hispanic': 0.0038304540935219776, 'white': 0.9950638008614833, 'asian': 0.0010757640631594751}",white,,,,
222,Jeff Van Drew,0.7910564541816711,"{'male': 0.006333998359655101, 'female': 4.263961604382904e-05}",male,"{'black': 6.784611368339439e-06, 'hispanic': 0.0012634704680194678, 'white': 0.9980203164333544, 'asian': 0.0007094284872577572}",white,,,,
223,Daniel Webster,0.0397605448961257,"{'male': 0.00038054080230783785, 'female': 5.989070430706888e-05}",male,"{'black': 4.516536336375986e-05, 'hispanic': 0.003427054540266872, 'white': 0.978275204560449, 'asian': 0.018252575535920655}",white,,,,
224,Bruce Westerman,0.1808286160230636,"{'male': 0.00036856992977600365, 'female': 0.00013877730856813033}",male,"{'black': 3.354657022495863e-05, 'hispanic': 0.0033814393297090023, 'white': 0.9935939322141791, 'asian': 0.002991081885886698}",white,0.0024330900243309,1.904225292698057e-05,0.4741084127903914,0.35121951219512193
225,Robert J. Wittman,0.6198973059654236,"{'male': 0.00035844552727141467, 'female': 5.2776745300269164e-05}",male,"{'black': 6.73503186582831e-05, 'hispanic': 0.0008644060510651249, 'white': 0.9972455917394768, 'asian': 0.0018226518908000058}",white,,,,
226,Don Young,2.028656482696533,"{'male': 0.9143116856145532, 'female': 0.0012449893362809598}",male,"{'black': 1.9057469843494013e-05, 'hispanic': 0.0012883381556366778, 'white': 0.9962739144870858, 'asian': 0.0024186898874337484}",white,0.0026226258611687773,1.7208017334183474e-16,0.11707317073170732,0.5341463414634147
227,Liz Cheney,0.151090070605278,"{'male': 0.0004588040402257962, 'female': 0.020537705591770258}",female,"{'black': 1.123890530707677e-05, 'hispanic': 0.028928615268149348, 'white': 0.9649575061752798, 'asian': 0.006102639651263287}",white,0.0027291726259606533,0.0009127510829530389,0.6619825464309689,0.7731707317073171
228,Jody Hice,0.8391735553741455,"{'male': 0.001369654095703585, 'female': 0.9976460586264178}",female,"{'black': 1.1064784513180584e-05, 'hispanic': 0.0006235358367254177, 'white': 0.9982797271683146, 'asian': 0.0010856722104466842}",white,0.0024271556584178977,0.0024657182337944894,0.5609088481395763,0.4585365853658537
229,Paul Gosar,0.948354184627533,"{'male': 0.003625950617368617, 'female': 8.402156971584382e-05}",male,"{'black': 0.00024764101772982894, 'hispanic': 0.008479295867914773, 'white': 0.9789677289948207, 'asian': 0.012305334119534845}",white,0.0026883558249511997,1.9959784584562855e-10,0.33659520062942566,0.5853658536585366
230,Garret Graves,2.118596076965332,"{'male': 0.021940609945891462, 'female': 8.77050684669431e-05}",male,"{'black': 1.4159979888083073e-05, 'hispanic': 0.03077369026243323, 'white': 0.9635929360115404, 'asian': 0.005619213746138522}",white,0.003248214806853931,1.6441127823867174e-06,0.5879592466810745,0.8878048780487805
231,Kevin Hern,0.390246570110321,"{'male': 0.9976390656344398, 'female': 2.8574589556198404e-05}",male,"{'black': 2.0449688220122893e-05, 'hispanic': 0.0008171121765820151, 'white': 0.99721071254553, 'asian': 0.0019517255896680217}",white,,,,
232,Paul Cook,0.4478993713855743,"{'male': 0.00026964164476205173, 'female': 0.0011551168515866476}",female,"{'black': 2.4056270835102553e-05, 'hispanic': 0.0011046071667501504, 'white': 0.9973292859206303, 'asian': 0.0015420506417842218}",white,0.002526367681067938,4.844428618987352e-11,0.3031768805083009,0.551219512195122
233,Nanette Barragán,0.8301119804382324,"{'male': 0.00039853686133017435, 'female': 5.0001582253207066e-05}",male,"{'black': 6.535143671558114e-05, 'hispanic': 0.9983323107153339, 'white': 0.0014604283042385247, 'asian': 0.00014190954371188984}",hispanic,,,,
234,Ben Ray Luján,1.2712085247039795,"{'male': 0.00047449317141074295, 'female': 5.2392928624165115e-05}",male,"{'black': 1.580300286510117e-05, 'hispanic': 0.924917746178585, 'white': 0.06898554705957509, 'asian': 0.0060809037589750325}",hispanic,,,,
235,Doris Matsui,2.205251455307007,"{'male': 0.00011363068754686766, 'female': 0.000102818288281913}",male,"{'black': 3.5739926718926624e-06, 'hispanic': 0.008309819872303748, 'white': 0.012594071229720212, 'asian': 0.9790925349053039}",asian,0.0024330900243309,1.36940886858994e-09,0.3465853658536585,0.40487804878048783
236,Jerry McNerney,1.7915009260177612,"{'male': 0.00027016700522080353, 'female': 0.00011362402064183933}",male,"{'black': 1.7854383771500434e-05, 'hispanic': 0.003833514111936252, 'white': 0.9922665762661026, 'asian': 0.003882055238189423}",white,0.0024330900243309,5.156227776862856e-06,0.44856416635119783,0.35121951219512193
237,Tom O'Halleran,2.654364109039306,"{'male': 0.0008285558416075557, 'female': 3.551151441294167e-05}",male,"{'black': 8.003353045903941e-06, 'hispanic': 0.006863644642973286, 'white': 0.9875126220889804, 'asian': 0.005615729915000406}",white,,,,
238,Scott Peters,1.6990368366241455,"{'male': 0.0007128650814424566, 'female': 3.5309152763030894e-05}",male,"{'black': 1.9672706097387967e-05, 'hispanic': 0.0009775366248193933, 'white': 0.9978765959642912, 'asian': 0.0011261947047914267}",white,0.0027389300700960168,0.00014616153639746777,0.6075989415554532,0.6878048780487804
239,Bobby Rush,1.9967020750045776,"{'male': 0.9930525837813634, 'female': 3.6676338731575706e-05}",male,"{'black': 1.4646141994800783e-05, 'hispanic': 0.0017652887325854338, 'white': 0.9946961761053656, 'asian': 0.0035238890200541034}",white,0.0024271556584178977,0.011454893954935867,0.5909252669039147,0.4585365853658537
240,Raul Ruiz,2.802842855453491,"{'male': 0.0016455874634424463, 'female': 7.455387747769195e-05}",male,"{'black': 1.7829931401714505e-05, 'hispanic': 0.9993186829476857, 'white': 0.00036909441637972794, 'asian': 0.000294392704532662}",hispanic,0.0025267523680587273,2.6540800986768106e-13,0.24560805048609927,0.5756097560975609
241,Dave Loebsack,0.3683782815933227,"{'male': 0.0010236976704256417, 'female': 3.510666748442278e-05}",male,"{'black': 0.16963554197304487, 'hispanic': 0.002402327255109815, 'white': 0.8271632994807786, 'asian': 0.0007988312910665851}",white,,,,
242,John Sarbanes,1.3064370155334473,"{'male': 0.9915794172471367, 'female': 1.8077350447766994e-05}",male,"{'black': 9.071642600154488e-06, 'hispanic': 0.012637470563028936, 'white': 0.9863276387740006, 'asian': 0.0010258190203699333}",white,0.002820198589234106,3.28787342222965e-13,0.28361280487804874,0.8878048780487805
243,Jan Schakowsky,1.630041241645813,"{'male': 0.00028533241834862355, 'female': 4.015475502858405e-05}",male,"{'black': 1.0415546613385373e-05, 'hispanic': 0.0016239614310343566, 'white': 0.9960532810432948, 'asian': 0.0023123419790573112}",white,,,,
244,Kurt Schrader,0.7918952703475952,"{'male': 0.00032687509055774724, 'female': 4.8697718892826824e-05}",male,"{'black': 1.2334933996229623e-05, 'hispanic': 0.0011121595117565984, 'white': 0.9982236085282784, 'asian': 0.0006518970259691634}",white,0.0036994424046323552,1.4336257814117292e-05,0.6146968641114983,0.8317073170731707
245,Paul Tonko,2.492619037628174,"{'male': 0.00025395475639414423, 'female': 9.672235933533261e-05}",male,"{'black': 3.1332382891560096e-05, 'hispanic': 0.0007512800223967031, 'white': 0.9977292936032656, 'asian': 0.001488093991446454}",white,0.0024330900243309,1.7115246144568505e-05,0.47197233660648297,0.35121951219512193
246,Marc Veasey,0.6577884554862976,"{'male': 0.001589877083728096, 'female': 0.0006024582261139143}",male,"{'black': 4.5850806953339636e-05, 'hispanic': 0.0021138621374344954, 'white': 0.9965924090171165, 'asian': 0.0012478780384958697}",white,0.0028902488531000587,3.7448078325869024e-08,0.47696864111498255,0.6926829268292682
247,Michael Doyle,1.2710050344467163,"{'male': 0.813328760443208, 'female': 0.0049570841287392585}",male,"{'black': 7.000449778018157e-05, 'hispanic': 0.00030942241263481944, 'white': 0.9989850631455022, 'asian': 0.0006355099440827257}",white,,,,
248,Lisa Blunt Rochester,1.6579475402832031,"{'male': 0.00015531769312177016, 'female': 8.571059116683618e-05}",male,"{'black': 1.0563631984396832e-05, 'hispanic': 0.0006502645325651336, 'white': 0.9988045729485349, 'asian': 0.0005345988869152481}",white,,,,
249,Tony Cárdenas,1.3369059562683103,"{'male': 0.0034082484272389283, 'female': 0.00014912726249780096}",male,"{'black': 3.407629025580243e-05, 'hispanic': 0.9992205857793245, 'white': 0.00058894648015397, 'asian': 0.00015639145026556501}",hispanic,,,,
250,Kathy Castor,1.031051754951477,"{'male': 0.0003546704033227872, 'female': 0.0004539654297431988}",female,"{'black': 9.27173376819858e-06, 'hispanic': 0.0036359290842123246, 'white': 0.9947300141520182, 'asian': 0.0016247850300008932}",white,0.002942160308061593,3.8523500176258305e-11,0.3666367137355584,0.8829268292682927
251,Yvette D. Clarke,0.9882755875587464,"{'male': 0.00022602840861545638, 'female': 6.870104571286026e-05}",male,"{'black': 2.341704021266702e-05, 'hispanic': 0.02511861182766219, 'white': 0.9732850248615715, 'asian': 0.0015729462705534423}",white,,,,
252,Annie Kuster,0.987284779548645,"{'male': 0.0010002910018433572, 'female': 0.00016554542870535384}",male,"{'black': 1.4391384086290606e-05, 'hispanic': 0.0008988083979771617, 'white': 0.9981293131642038, 'asian': 0.0009574870537324638}",white,,,,
253,Anna Eshoo,1.898498773574829,"{'male': 0.0010687009798121426, 'female': 0.0003265739609409547}",male,"{'black': 5.7248709440250735e-06, 'hispanic': 0.999185974192734, 'white': 0.000511540776757895, 'asian': 0.0002967601595644851}",hispanic,0.0026209332244838883,-1.2178542060716619e-17,0.026829268292682926,0.9536585365853658
254,Robin Kelly,2.7963478565216064,"{'male': 0.001021593857648435, 'female': 0.22596713597567594}",female,"{'black': 2.1606155468223804e-05, 'hispanic': 0.0012579550007702685, 'white': 0.9973940931300472, 'asian': 0.001326345713714465}",white,0.002642457333493427,2.1509263898339587e-17,0.04878048780487805,0.9439024390243902
255,Peter Welch,1.0665136575698853,"{'male': 0.00020386847989416185, 'female': 5.888179493431464e-05}",male,"{'black': 2.253384485315681e-05, 'hispanic': 0.0038789938523364565, 'white': 0.9916519845399548, 'asian': 0.004446487762855934}",white,0.0024271556584178977,0.00041288623944648093,0.5388179373919724,0.4121951219512195
256,Greg Walden,0.6953604817390442,"{'male': 0.027491595381784893, 'female': 0.001945802617058556}",male,"{'black': 2.6315241071505695e-05, 'hispanic': 0.0038283098115203256, 'white': 0.9950291648812745, 'asian': 0.0011162100661335406}",white,0.0026018107337873304,1.182295490825799e-12,0.28254917387883555,0.7
257,Cathy McMorris Rodgers,1.481447458267212,"{'male': 0.00012629706016514125, 'female': 0.00010725668606374404}",male,"{'black': 1.7726966018294074e-05, 'hispanic': 0.0007433455971719369, 'white': 0.9982681131160746, 'asian': 0.000970814320735218}",white,,,,
258,David McKinley,0.978335440158844,"{'male': 0.00035545406501265797, 'female': 0.00017410956183977548}",male,"{'black': 7.5435126867731e-06, 'hispanic': 0.003575343908753045, 'white': 0.9948644267639157, 'asian': 0.0015526858146444756}",white,0.003136357482811127,5.095440805371824e-06,0.5823188405797101,0.7853658536585366
259,Markwayne Mullin,0.1708884835243225,"{'male': 0.0007399786951401794, 'female': 3.9381953093341996e-05}",male,"{'black': 1.4331148074059803e-05, 'hispanic': 0.0017272410012835354, 'white': 0.9973014272252076, 'asian': 0.0009570006254351433}",white,,,,
260,Steve Scalise,0.0695809498429298,"{'male': 0.0003772733585588171, 'female': 7.665241018614014e-05}",male,"{'black': 3.107843211288825e-05, 'hispanic': 0.0009651346272501426, 'white': 0.998832322895796, 'asian': 0.0001714640448408705}",white,0.0024330900243309,1.2324383580062542e-05,0.4655720282693023,0.35121951219512193
261,John Shimkus,0.0198802724480628,"{'male': 0.0006041940081910895, 'female': 4.523914254477396e-05}",male,"{'black': 2.572744789041309e-05, 'hispanic': 0.0030132611417652876, 'white': 0.9945100714342952, 'asian': 0.0024509399760488495}",white,0.0024330900243309,1.0406959000670386e-08,0.38901255031967796,0.40487804878048783
262,Fred Upton,0.3329463005065918,"{'male': 0.024546790381587552, 'female': 0.001708603693507858}",male,"{'black': 1.4671169530370588e-05, 'hispanic': 0.004170391331201525, 'white': 0.9940359614692313, 'asian': 0.0017789760300364}",white,,,,
263,Billy Long,0.3385578691959381,"{'male': 0.73296119263656, 'female': 0.001333883549396916}",male,"{'black': 2.1630303322027697e-05, 'hispanic': 0.0034639374786215606, 'white': 0.9841493118619877, 'asian': 0.012365120356069115}",white,0.0026380110455320248,3.268677178749576e-06,0.5073740893253088,0.5707317073170731
264,Gus M. Bilirakis,1.7130862474441528,"{'male': 0.00018009178165852643, 'female': 7.57894978004061e-05}",male,"{'black': 0.9987316567196514, 'hispanic': 3.012204288174048e-05, 'white': 0.001168576492390095, 'asian': 6.964474507641777e-05}",black,,,,
265,Susan Brooks,0.0596408136188983,"{'male': 0.0005435526909925027, 'female': 0.0013615966950829856}",female,"{'black': 3.332475114246753e-05, 'hispanic': 0.0004531047195466972, 'white': 0.9979527932115445, 'asian': 0.0015607773177661523}",white,0.00252240510624108,-1.4542241938646436e-17,0.014634146341463415,0.9926829268292683
266,Larry Bucshon,0.9918940663337708,"{'male': 0.002020155579351256, 'female': 5.6662064161428314e-05}",male,"{'black': 7.08340351560715e-06, 'hispanic': 0.00128540430041532, 'white': 0.9969453822826231, 'asian': 0.0017621300134459724}",white,0.002677072895760602,1.9729939044444886e-11,0.32401219512195123,0.7804878048780488
267,Michael C. Burgess,1.0068398714065552,"{'male': 0.00015920866537192822, 'female': 0.00010115648778277841}",male,"{'black': 7.841268710986886e-06, 'hispanic': 0.0010683494717877598, 'white': 0.9980961764860256, 'asian': 0.000827632773475574}",white,,,,
268,Jeff Duncan,0.1451259851455688,"{'male': 0.010161203057141839, 'female': 3.4283308669926096e-05}",male,"{'black': 0.002097740908201127, 'hispanic': 0.02780939087899428, 'white': 0.965492691932731, 'asian': 0.004600176280073439}",white,,,,
269,Bill Flores,0.3863523602485657,"{'male': 0.0030803706795764683, 'female': 0.00029068855359085837}",male,"{'black': 1.2938519928313872e-05, 'hispanic': 0.9487878602536844, 'white': 0.04988413315217409, 'asian': 0.0013150680742131237}",hispanic,0.0027245403550199662,8.812951591043746e-15,0.19273270283723246,0.9097560975609756
270,Greg Gianforte,1.1362662315368652,"{'male': 0.0003922289773554573, 'female': 7.74619376279401e-05}",male,"{'black': 1.5210104929050193e-05, 'hispanic': 0.0021361799622569445, 'white': 0.9965727878449089, 'asian': 0.00127582208790565}",white,0.002693348748532216,1.2077067222994535e-14,0.19420731707317074,0.8902439024390244
271,H. Morgan Griffith,0.5294084548950195,"{'male': 0.00014707871141788842, 'female': 0.00024613643209529416}",female,"{'black': 1.171620068983768e-05, 'hispanic': 0.008096225926336083, 'white': 0.9798864867493144, 'asian': 0.012005571123659449}",white,,,,
272,Richard Hudson,0.1411499232053756,"{'male': 0.006665629734325521, 'female': 0.00013505872038750135}",male,"{'black': 1.1759412515005543e-05, 'hispanic': 0.00148718963717424, 'white': 0.9980009233249727, 'asian': 0.0005001276253383933}",white,0.0024330900243309,3.402072854367434e-10,0.31786563352998154,0.40487804878048783
273,Bill Johnson,0.0914492458105087,"{'male': 0.0025918224641887713, 'female': 8.033962596487666e-05}",male,"{'black': 0.0007615395824153503, 'hispanic': 0.0059962508954455995, 'white': 0.9859163390027587, 'asian': 0.00732587051938039}",white,0.002883567522428562,2.8331277241459457e-14,0.22766550522648082,0.9780487804878049
274,Maxine Waters,2.8365111351013184,"{'male': 0.0015363129544105443, 'female': 0.00010620014587330778}",male,"{'black': 1.4907951526128882e-05, 'hispanic': 0.0018817794228853393, 'white': 0.9966479053864055, 'asian': 0.0014554072391828562}",white,0.003486904698498421,5.1575799081541165e-08,0.52090327367152,0.848780487804878
275,Carolyn B. Maloney,5.029590606689453,"{'male': 0.00015157162643191833, 'female': 0.00012550498258299814}",male,"{'black': 9.14355086424383e-06, 'hispanic': 0.0009043283879956543, 'white': 0.9982882549188851, 'asian': 0.0007982731422550555}",white,,,,
276,Ben McAdams,1.7404842376708984,"{'male': 0.020791034774563087, 'female': 0.0002729431653476163}",male,"{'black': 1.5547443179440654e-05, 'hispanic': 0.01807017161112618, 'white': 0.9610849320797155, 'asian': 0.020829348865978866}",white,0.0027400206506084115,6.642672509257961e-14,0.24495079161317931,0.8780487804878049
277,Alexandria Ocasio-Cortez,0.2087428569793701,"{'male': 0.00012019060356739798, 'female': 8.998579312666413e-05}",male,"{'black': 9.269469841841049e-06, 'hispanic': 0.9992881826576556, 'white': 0.0006196126016084755, 'asian': 8.29352708938119e-05}",hispanic,0.0028775169594437103,1.1311384809307453e-13,0.2528522475307398,0.9317073170731708
278,Ed Perlmutter,0.8610418438911438,"{'male': 0.0008691194573700576, 'female': 0.0010774174272284661}",female,"{'black': 2.932256522600162e-05, 'hispanic': 0.002079342462407424, 'white': 0.9936072068981291, 'asian': 0.004284128074237164}",white,,,,
279,Katie Porter,1.0244126319885254,"{'male': 0.005655407689561776, 'female': 6.299623113676545e-05}",male,"{'black': 2.414240593537295e-05, 'hispanic': 0.0015756337190611814, 'white': 0.9962354159201602, 'asian': 0.002164807954843485}",white,0.002760104336683775,5.255571407577685e-17,0.08536585365853659,0.8317073170731707
280,Ayanna Pressley,0.6695979833602905,"{'male': 0.0004958105997402483, 'female': 0.9889332938855212}",female,"{'black': 1.649390690122398e-05, 'hispanic': 0.0023097298838166405, 'white': 0.9966756197703158, 'asian': 0.0009981564389664377}",white,0.0024330900243309,8.875269862868609e-06,0.4591837826273,0.35121951219512193
281,David Scott,0.7069361805915833,"{'male': 0.002351634913783732, 'female': 0.00047200896172870383}",male,"{'black': 1.1218336207359514e-05, 'hispanic': 0.0007942022201662494, 'white': 0.9985187940444702, 'asian': 0.000675785399156209}",white,0.003404934597486503,8.41057511995661e-09,0.4857974505670983,0.9048780487804878
