name,LES,party,speech
Alma Adams,1.7837893962860107,D," Ms. ADAMS. Mr. Speaker, on that I demand the yeas and nays.  The SPEAKER pro tempore. Pursuant to section 3 of ', House Resolution 965, ', the yeas and nays are ordered.  Pursuant to clause 8 of rule XX, further proceedings on this motion  will be postponed.    "
