name,LES,party,speech
Ralph Abraham,0.0397605448961257,R," Mr. ABRAHAM. Mr. Speaker, on Friday, July 24, I was unavoidably  detained on rollcall vote No. 166. Had I been present to vote, I would  have voted ``nay'' on rollcall vote No. 166.  Personal Explanation    "
