name,LES,party,speech
Alcee Hastings,0.2683836817741394,D," Mr. HASTINGS. Madam Speaker, I yield back the balance of my time, and  I move the previous question on the resolution.  The SPEAKER pro tempore. The question is on ordering the previous  question.  The question was taken; and the Speaker pro tempore announced that  the ayes appeared to have it.    "
