name,LES,party,speech
Paul Mitchell,0.2515190243721008,R," Mr. MITCHELL. Madam Speaker, on rollcall No. 171 and 172, I am not  recorded. Had I been present, I would have voted NAY on rollcall No.  171 and NAY on rollcall No. 172.  MEMBERS RECORDED PURSUANT TO "", HOUSE RESOLUTION 965, ', 116TH CONGRESS  Clay (Davids (KS))  Cleaver (Davids (KS))  DeSaulnier (Matsui)  Frankel (Clark (MA))  Garamendi (Sherman)  Grijalva (Garcia (IL))  Hastings (Wasserman Schultz)  Horsford (Kildee)  Johnson (TX) (Jeffries)  Khanna (Sherman)  Kirkpatrick (Gallego)  Kuster (NH) (Brownley (CA))  Langevin (Lynch)  Lawson (FL) (Evans)  Lieu, Ted (Beyer)  Lipinski (Cooper)  Lofgren (Jeffries)  Lowenthal (Beyer)  McEachin (Wexton)  Moore (Beyer)  Mucarsel-Powell (Wasserman Schultz)  Nadler (Jeffries)  Napolitano (Correa)  Pascrell (Sires)  Payne (Wasserman Schultz)  Peters (Rice (NY))  Pingree (Clark (MA))  Pocan (Raskin)  Porter (Wexton)  Rooney (FL) (Beyer)  Rush (Underwood)  Serrano (Jeffries)  Watson Coleman (Pallone)  Welch (McGovern)  Wilson (FL) (Hayes)    "
