name,LES,party,speech
Joseph Morelle,0.3230188488960266,D," Mr. MORELLE. Madam Speaker, I yield back the balance of my time, and  I move the previous question on the resolution.  The SPEAKER pro tempore (Ms. Houlahan). The question is on ordering  the previous question.  The question was taken; and the Speaker pro tempore announced that  the ayes appeared to have it.    "
