name,LES,party,speech
Doug Lamborn,0.385675311088562,R," Mr. LAMBORN. Mr. Speaker, I yield back the balance of my time.  The SPEAKER pro tempore. The question is on the motion offered by the  gentleman from California (Mr. Huffman) that the House suspend the  rules and pass the bill, "", H.R. 7489, ', as amended.  The question was taken; and (two-thirds being in the affirmative) the  rules were suspended and the bill, as amended, was passed.  A motion to reconsider was laid on the table.    "
