name,LES,party,speech
Duncan Hunter,0.0815091133117675,R," Mr. HUNTER. Madam Speaker, I respectfully urge the Speaker to  immediately schedule this important bill.  The SPEAKER pro tempore. The gentleman is not recognized for debate.    "
