name,LES,party,speech
Eric Crawford,0.97892564535141,R," Mr. CRAWFORD. Madam Speaker, I ask unanimous consent to call up "", H.R. 8265, ' to extend the Paycheck Protection Program to keep millions of  employees [[', Page , H5134, ] on the payroll of America's small businesses.  The SPEAKER pro tempore. The Chair understands that the gentlewoman  from Pennsylvania has not yielded for that purpose; therefore, the  unanimous consent request cannot be entertained.    "
