name,LES,party,speech
Veronica Escobar,1.5069392919540403,D," Ms. ESCOBAR. Mr. Speaker, on that I demand the yeas and nays.  The SPEAKER pro tempore. Pursuant to section 3 of ', House Resolution 965, ', the yeas and nays are ordered.  Pursuant to clause 8 of rule XX, further proceedings on this motion  will be postponed.    "
